Year,Make,Model,Category,inventory_id,created_at
2007,Ford,E350 Super Duty Passenger,Van/Minivan,1352,2010-02-25
1998,Chevrolet,Suburban 1500,SUV,1353,2002-10-27
1996,Dodge,Ram 3500 Regular Cab,Pickup,1354,2002-07-27
2007,Honda,Element,SUV,1355,2006-08-06
2018,GMC,Savana 3500 Cargo,Van/Minivan,1356,2005-11-19
1999,GMC,Envoy,SUV,1357,2004-01-18
2018,Mercedes-Benz,Mercedes-AMG GLC,SUV,1358,2006-05-22
1996,Toyota,4Runner,SUV,1359,2023-07-17
2013,Chevrolet,Avalanche,SUV,1360,2020-08-06
2008,Toyota,Land Cruiser,SUV,1361,2018-07-13
2013,Chevrolet,Express 3500 Cargo,Van/Minivan,1362,2006-10-19
2018,Mercedes-Benz,Mercedes-AMG S-Class,"Coupe, Convertible, Sedan",1363,2019-10-22
2015,INFINITI,QX70,SUV,1364,2023-06-18
2001,Jeep,Wrangler,SUV,1365,2018-12-04
2000,Honda,Odyssey,Van/Minivan,1366,2022-04-13
2003,Ford,F150 SuperCrew Cab,Pickup,1367,2007-06-08
2020,Lexus,LX,SUV,1368,2010-02-05
2014,Scion,tC,Coupe,1369,2019-08-23
2017,Acura,NSX,Coupe,1370,2007-02-18
2013,Ford,Transit Connect Passenger,Van/Minivan,1371,2017-07-23
2011,Chevrolet,Camaro,"Coupe, Convertible",1372,2005-02-15
2007,MAZDA,MAZDA6,"Sedan, Hatchback, Wagon",1373,2000-05-31
2014,Hyundai,Veloster,Coupe,1374,2016-01-29
2019,GMC,Sierra 1500 Crew Cab,Pickup,1476,2004-10-06
1996,Isuzu,Hombre Regular Cab,Pickup,1376,2012-07-06
1992,Isuzu,Regular Cab,Pickup,1377,2010-03-11
2000,Acura,NSX,"Coupe, Convertible",1378,2010-02-14
2015,Scion,FR-S,Coupe,1379,2003-11-30
2019,Hyundai,Sonata,Sedan,1380,2011-09-06
2002,Toyota,Tacoma Regular Cab,Pickup,1462,2013-06-14
2005,Toyota,Sequoia,SUV,1382,2002-05-30
2008,Audi,A6,"Sedan, Wagon",1383,2015-02-27
2009,GMC,Sierra 1500 Crew Cab,Pickup,1384,2012-01-13
2004,Porsche,911,"Convertible, Coupe",1385,2001-07-06
2018,Volkswagen,Golf,Hatchback,1386,2011-08-18
1992,Chevrolet,Caprice,"Sedan, Wagon",1387,2007-01-23
2013,Land Rover,LR4,SUV,1388,2008-12-23
2002,Jaguar,S-Type,Sedan,1389,2022-05-27
2002,Audi,A6,"Wagon, Sedan",1506,2013-01-11
2006,Mercedes-Benz,E-Class,"Sedan, Wagon",1391,2009-06-26
1999,Hyundai,Accent,"Hatchback, Sedan",1392,2014-12-08
2017,GMC,Sierra 1500 Regular Cab,Pickup,1393,2002-07-27
2003,Chrysler,300M,Sedan,1394,2002-10-17
2000,Toyota,Celica,Hatchback,1395,2013-10-06
1996,Dodge,Dakota Regular Cab,Pickup,1396,2015-10-10
1996,INFINITI,I,Sedan,1397,2006-06-30
2004,BMW,X5,SUV,1398,2017-12-19
1999,Nissan,Maxima,Sedan,1399,2007-01-05
2016,Buick,Envision,SUV,1400,2014-06-02
2004,Ford,E350 Super Duty Passenger,Van/Minivan,1401,2020-06-24
2009,Ferrari,612 Scaglietti,Coupe,1402,2019-05-24
2002,Isuzu,Trooper,SUV,1403,2018-01-29
1997,Audi,A6,"Wagon, Sedan",1878,2017-04-05
2018,Alfa Romeo,Stelvio,SUV,1405,2004-07-16
1992,Volkswagen,Passat,"Sedan, Wagon",1406,2022-10-07
2007,Toyota,Corolla,Sedan,1407,2011-10-01
2020,Jeep,Grand Cherokee,SUV,1408,2018-12-06
2018,Audi,A3 Sportback e-tron,Wagon,1409,2007-07-18
2014,Toyota,Prius c,Hatchback,1410,2016-01-08
2013,Chevrolet,Express 2500 Cargo,Van/Minivan,1411,2012-07-20
1998,Ford,Explorer,SUV,1412,2009-06-21
1995,GMC,Vandura G3500,Van/Minivan,1413,2002-07-12
2016,Honda,Pilot,SUV,1414,2021-11-15
2005,Chevrolet,Uplander Passenger,Van/Minivan,1415,2005-06-28
2006,Dodge,Magnum,Wagon,1416,2017-03-12
1994,Mercury,Grand Marquis,Sedan,1417,2003-03-15
1997,Dodge,Ram 1500 Club Cab,Pickup,1418,2022-11-17
1997,Chevrolet,Express 1500 Passenger,Van/Minivan,1419,2018-10-08
1992,Volkswagen,Cabriolet,Convertible,1420,2019-11-28
2004,Chevrolet,Silverado 1500 Regular Cab,Pickup,1421,2021-02-10
2020,Dodge,Charger,Sedan,1422,2011-05-25
2014,MINI,Paceman,Hatchback,1423,2022-06-05
2007,Cadillac,Escalade ESV,SUV,1424,2019-04-04
2016,Scion,iA,Sedan,1425,2001-01-20
2017,Jaguar,XJ,Sedan,1426,2011-03-20
1995,Ford,Ranger Regular Cab,Pickup,1427,2003-08-12
2017,BMW,2 Series,"Convertible, Coupe",1428,2011-03-27
2009,Chevrolet,Express 3500 Cargo,Van/Minivan,1429,2007-04-20
1992,Suzuki,Sidekick,SUV,1430,2011-02-13
2001,Suzuki,Grand Vitara,SUV,1431,2008-03-18
2013,Nissan,LEAF,Hatchback,1432,2023-07-25
1996,Acura,RL,Sedan,1433,2013-02-20
2003,Mercedes-Benz,CL-Class,Coupe,1434,2015-06-17
1998,Buick,Riviera,Coupe,1435,2002-12-03
2003,Hyundai,Elantra,"Sedan, Hatchback",1436,2021-08-17
1996,Plymouth,Breeze,Sedan,1437,2008-05-05
1995,Chrysler,LeBaron,Convertible,1438,2017-01-23
2017,Lincoln,MKT,SUV,1439,2009-07-15
1993,Ford,Aerostar Passenger,Van/Minivan,1440,2014-07-08
2000,Toyota,Avalon,Sedan,1441,2014-05-18
2008,Acura,TSX,Sedan,1442,2010-11-17
2003,BMW,X5,SUV,1443,2006-04-22
2018,Kia,Niro,Wagon,1444,2014-12-30
2007,Chrysler,Sebring,Sedan,1445,2007-10-13
2018,Dodge,Durango,SUV,1446,2005-03-29
2019,Volkswagen,e-Golf,Hatchback,1447,2002-01-07
2013,Hyundai,Genesis Coupe,Coupe,1448,2001-10-13
2007,Lamborghini,Gallardo,"Convertible, Coupe",1449,2009-02-03
2003,GMC,Sierra 3500 Extended Cab,Pickup,1450,2007-03-15
2005,Ford,Freestar Passenger,Van/Minivan,1451,2023-10-10
1999,Pontiac,Montana,Van/Minivan,1452,2018-07-04
2008,Toyota,Tacoma Regular Cab,Pickup,1453,2019-10-05
2017,Lexus,LS,Sedan,1454,2001-11-16
2012,Toyota,Sequoia,SUV,1455,2010-12-27
1997,Nissan,King Cab,Pickup,1456,2003-06-15
2006,Chevrolet,Uplander Cargo,Van/Minivan,1457,2017-09-20
1994,Mitsubishi,Mighty Max Regular Cab,Pickup,1458,2019-03-22
2013,Ford,F250 Super Duty Super Cab,Pickup,1459,2018-05-24
2015,Mercedes-Benz,S-Class,"Sedan, Coupe",1587,2006-11-03
2014,MAZDA,MAZDA6,Sedan,1461,2016-04-16
2002,Toyota,Tacoma Regular Cab,Pickup,1462,2013-06-14
1996,Honda,Passport,SUV,1463,2023-10-06
2001,Volvo,C70,"Convertible, Coupe",1464,2018-01-08
2004,Chevrolet,Avalanche 1500,Pickup,1668,2021-11-07
2013,Ford,Taurus,Sedan,1466,2001-10-17
2003,Chevrolet,Suburban 2500,SUV,1467,2002-08-24
2001,Ford,Ranger Super Cab,Pickup,1468,2009-01-30
2019,Hyundai,Accent,Sedan,1469,2022-11-14
2018,Aston Martin,DB11,Coupe,1470,2007-03-26
2002,Buick,Century,Sedan,1471,2003-03-01
2009,Saturn,VUE,SUV,1472,2008-12-16
2002,BMW,M3,"Convertible, Coupe",1473,2021-01-14
2005,Honda,Element,SUV,1474,2002-10-05
2009,Ford,Escape,SUV,1475,2014-12-22
2019,GMC,Sierra 1500 Crew Cab,Pickup,1476,2004-10-06
2015,Chevrolet,Silverado 2500 HD Crew Cab,Pickup,1477,2023-09-21
2013,Chrysler,Town & Country,Van/Minivan,1478,2010-01-26
2003,Cadillac,Seville,Sedan,1479,2001-08-08
2016,Kia,K900,Sedan,1480,2021-03-14
2005,Chrysler,Town & Country,Van/Minivan,1481,2010-07-02
1998,Mitsubishi,Eclipse,"Coupe, Convertible",1482,2020-05-13
2000,Suzuki,Vitara,SUV,1483,2000-09-25
2010,Ford,Transit Connect Passenger,Van/Minivan,1484,2008-05-24
2018,Audi,Q5,SUV,1485,2008-09-11
2003,Ford,Expedition,SUV,1486,2012-01-08
1996,Toyota,Avalon,Sedan,1487,2007-01-25
1999,Toyota,Corolla,Sedan,1488,2007-10-28
2019,Mercedes-Benz,SLC,Convertible,1489,2022-03-06
1997,GMC,Savana 3500 Passenger,Van/Minivan,1490,2017-11-30
2015,Ram,3500 Mega Cab,Pickup,1491,2007-10-26
2011,Mitsubishi,Outlander,SUV,1492,2008-09-12
2004,Toyota,MR2,Convertible,1493,2003-08-05
2011,Chevrolet,Corvette,"Convertible, Coupe",1846,2014-12-04
2009,Volvo,V70,Wagon,1495,2004-05-04
1999,Isuzu,VehiCROSS,SUV,1883,2018-01-16
2009,MAZDA,RX-8,Coupe,1497,2018-10-12
2013,Mercedes-Benz,CLS-Class,Coupe,1498,2002-12-01
1995,Ford,Econoline E250 Cargo,Van/Minivan,1499,2010-02-23
2019,Ford,Ranger SuperCab,Pickup,1500,2013-12-08
2012,Volkswagen,CC,Sedan,1501,2001-11-09
1994,MAZDA,Navajo,SUV,1502,2009-03-14
1999,Toyota,Camry,Sedan,1503,2016-09-12
1994,Chevrolet,G-Series G30,Van/Minivan,1504,2021-02-18
2012,Toyota,Tundra Double Cab,Pickup,1505,2014-02-26
2002,Audi,A6,"Wagon, Sedan",1506,2013-01-11
2003,Ford,E250 Super Duty Cargo,Van/Minivan,1527,2006-06-23
2003,Isuzu,Axiom,SUV,1508,2013-02-11
2013,Chevrolet,Malibu,Sedan,1509,2002-06-05
2019,Chevrolet,Equinox,SUV,1510,2002-07-09
2019,Chevrolet,Express 2500 Cargo,Van/Minivan,1511,2009-06-03
1992,Hyundai,Scoupe,Coupe,1512,2002-09-19
1997,Ford,Aerostar Passenger,Van/Minivan,1513,2015-03-04
2018,Honda,Ridgeline,Pickup,1514,2010-09-24
2011,Volkswagen,Tiguan,SUV,1515,2009-12-05
2001,GMC,Sierra 3500 Extended Cab,Pickup,1516,2001-11-23
2011,Toyota,Tundra Regular Cab,Pickup,1517,2017-05-28
2019,Jaguar,XJ,Sedan,1518,2021-03-14
2000,Volkswagen,GTI,Hatchback,1519,2010-11-24
2011,Kia,Forte,"Sedan, Coupe, Hatchback",1520,2023-06-03
2004,GMC,Canyon Regular Cab,Pickup,1521,2021-05-13
2009,Dodge,Charger,Sedan,1522,2014-12-11
2014,Scion,xD,Hatchback,1523,2018-11-27
2019,Mercedes-Benz,GLS,SUV,1524,2005-01-03
1995,Hyundai,Accent,"Hatchback, Sedan",1525,2000-04-23
2014,INFINITI,QX80,SUV,1526,2003-06-23
2003,Ford,E250 Super Duty Cargo,Van/Minivan,1527,2006-06-23
2011,Ram,3500 Mega Cab,Pickup,1528,2004-11-21
2019,MAZDA,MAZDA6,Sedan,1529,2020-05-25
1995,Ford,Econoline E350 Cargo,Van/Minivan,1530,2003-02-16
2004,BMW,5 Series,Sedan,1531,2000-06-08
2019,Chevrolet,Suburban,SUV,1532,2016-05-09
2005,Ford,Freestyle,SUV,1533,2015-01-05
2003,GMC,Yukon,SUV,1534,2014-02-14
2011,Mercedes-Benz,GL-Class,SUV,1535,2000-04-04
1998,Dodge,Intrepid,Sedan,1536,2023-05-19
1999,Ford,Expedition,SUV,1537,2017-05-30
2018,Mercedes-Benz,Mercedes-AMG GLE Coupe,SUV,1538,2007-07-17
2018,Chevrolet,Silverado 2500 HD Double Cab,Pickup,1539,2004-07-18
2000,Ford,Ranger Super Cab,Pickup,1540,2001-07-05
2018,Chevrolet,Express 2500 Passenger,Van/Minivan,1541,2011-04-13
1995,Ford,Windstar Passenger,Van/Minivan,1542,2020-12-31
2003,BMW,7 Series,Sedan,1543,2005-10-03
1994,Subaru,SVX,Coupe,1544,2021-10-07
1998,Chevrolet,Blazer,SUV,1545,2010-02-16
2000,Honda,Accord,"Sedan, Coupe",1546,2009-09-15
2005,Toyota,Tacoma Access Cab,Pickup,1547,2014-10-12
2003,Chevrolet,Express 2500 Cargo,Van/Minivan,1548,2011-03-26
2006,Ford,F150 Regular Cab,Pickup,1549,2008-08-11
2000,Plymouth,Grand Voyager,Van/Minivan,1550,2004-02-14
1992,GMC,Rally Wagon 2500,Van/Minivan,1551,2010-12-14
2011,Toyota,Tacoma Regular Cab,Pickup,1552,2007-10-02
2002,Chevrolet,S10 Regular Cab,Pickup,1619,2004-03-05
1993,GMC,3500 Regular Cab,Pickup,1554,2004-02-05
2019,Hyundai,Elantra GT,Hatchback,1555,2006-11-15
2010,Buick,Lucerne,Sedan,1556,2012-09-18
2013,Buick,LaCrosse,Sedan,1557,2003-02-23
1999,Saab,5-Sep,"Sedan, Wagon",1558,2002-12-30
2019,Mercedes-Benz,GLE,SUV,1559,2010-01-22
1997,Ford,F350 Regular Cab,Pickup,1560,2004-10-25
1994,Saab,9000,"Hatchback, Sedan",1561,2022-02-17
2009,Nissan,Titan Crew Cab,Pickup,1562,2021-05-20
2010,Ford,F150 Super Cab,Pickup,1563,2009-02-27
1994,Buick,Park Avenue,Sedan,1564,2008-03-10
1994,HUMMER,H1,"SUV, Wagon",1565,2002-05-17
2013,Toyota,RAV4,SUV,1566,2011-03-19
2016,Lincoln,MKT,SUV,1567,2005-01-29
2018,Porsche,Macan,SUV,1568,2004-02-27
2011,Acura,MDX,SUV,1569,2015-03-12
1996,Toyota,Land Cruiser,SUV,1570,2020-08-15
2003,Mercedes-Benz,CLK-Class,"Convertible, Coupe",1571,2021-03-30
2010,GMC,Canyon Regular Cab,Pickup,1572,2003-10-12
1997,Dodge,Dakota Club Cab,Pickup,1573,2021-12-02
2004,Cadillac,SRX,SUV,1574,2002-11-27
2002,BMW,M5,Sedan,1917,2019-07-31
2000,Dodge,Stratus,Sedan,1654,2003-07-24
2008,Toyota,Sequoia,SUV,1577,2018-10-15
2002,Chevrolet,Avalanche 1500,Pickup,1578,2008-11-06
2000,Chevrolet,3500 Extended Cab,Pickup,1579,2004-08-28
1996,GMC,3500 Regular Cab,Pickup,1624,2016-11-30
1997,Toyota,Previa,Van/Minivan,1581,2002-06-10
2007,Jeep,Compass,SUV,1582,2014-06-23
2018,Maserati,GranTurismo,"Coupe, Convertible",1583,2022-05-04
1994,GMC,Vandura 2500,Van/Minivan,1920,2017-08-13
2005,Honda,S2000,Convertible,1585,2006-07-14
2015,Bentley,Continental,"Coupe, Convertible",1586,2008-10-07
2015,Mercedes-Benz,S-Class,"Sedan, Coupe",1587,2006-11-03
2017,Land Rover,Range Rover,SUV,1588,2004-06-19
1996,Acura,NSX,"Coupe, Convertible",1589,2015-01-28
2007,Mercedes-Benz,CLS-Class,Coupe,1590,2009-03-27
2007,Chevrolet,Silverado 1500 Crew Cab,Pickup,1591,2020-10-18
2004,GMC,Savana 2500 Cargo,Van/Minivan,1592,2007-05-12
2008,Jeep,Commander,SUV,1593,2020-03-15
2019,Ford,Fusion,Sedan,1594,2004-11-12
2012,McLaren,MP4-12C,Coupe,1595,2002-07-18
1992,Saab,9000,"Sedan, Hatchback",1596,2006-04-17
2015,INFINITI,Q50,Sedan,1597,2017-10-07
2001,INFINITI,QX,SUV,1598,2000-10-23
2006,Chrysler,PT Cruiser,"Wagon, Convertible",1599,2003-07-17
2001,Chevrolet,Astro Cargo,Van/Minivan,1600,2007-04-30
1998,GMC,Savana 1500 Passenger,Van/Minivan,1985,2008-09-26
2015,Porsche,Macan,SUV,1602,2019-08-12
2013,BMW,X5 M,SUV,1603,2021-01-01
2012,Scion,iQ,Hatchback,1604,2019-08-30
2020,Mitsubishi,Outlander PHEV,SUV,1605,2021-07-28
2018,Ram,2500 Crew Cab,Pickup,1606,2023-05-12
1993,Ford,Explorer,SUV,1607,2012-05-02
2005,Nissan,Titan King Cab,Pickup,1608,2007-12-24
1997,GMC,Savana 1500 Passenger,Van/Minivan,1609,2017-08-07
2006,Volvo,S80,Sedan,1610,2015-04-17
1995,Isuzu,Rodeo,SUV,1611,2018-10-22
2018,Ferrari,488 GTB,Coupe,1612,2008-01-08
2011,Toyota,Corolla,Sedan,1613,2013-03-16
1996,Chevrolet,G-Series G30,Van/Minivan,1614,2005-05-03
2010,Land Rover,LR4,SUV,1615,2012-01-09
2012,Acura,MDX,SUV,1616,2003-08-17
2013,Audi,S7,Sedan,1617,2000-05-10
1993,Oldsmobile,Silhouette,Van/Minivan,1618,2014-06-16
2002,Chevrolet,S10 Regular Cab,Pickup,1619,2004-03-05
2017,BMW,X4,SUV,1620,2009-06-18
1995,Ford,Contour,Sedan,1621,2013-08-27
2006,Volkswagen,Golf,Hatchback,1622,2003-02-23
2017,INFINITI,QX80,SUV,1623,2005-10-01
1996,GMC,3500 Regular Cab,Pickup,1624,2016-11-30
2018,Audi,S4,Sedan,1625,2008-08-28
2014,Land Rover,LR4,SUV,1626,2012-03-09
2017,Chevrolet,Volt,Hatchback,1657,2015-05-07
2010,Ferrari,California,Convertible,1628,2004-03-23
2013,Chevrolet,Express 1500 Cargo,Van/Minivan,1629,2019-06-17
2006,Ford,F350 Super Duty Super Cab,Pickup,1630,2002-11-10
2009,Ford,F350 Super Duty Regular Cab,Pickup,1631,2004-06-21
2006,Volkswagen,GTI,Hatchback,1632,2001-12-29
1995,Chevrolet,Cavalier,"Coupe, Sedan, Convertible",1633,2007-01-10
2003,Chevrolet,Silverado 2500 Extended Cab,Pickup,1634,2011-05-19
2007,Kia,Amanti,Sedan,1635,2007-12-10
2004,Jaguar,X-Type,Sedan,1636,2011-01-29
2001,Ford,F150 Super Cab,Pickup,1637,2014-09-08
1993,Geo,Storm,Coupe,1638,2009-09-16
2013,Land Rover,Range Rover Sport,SUV,1639,2008-05-26
2016,Chevrolet,Silverado 2500 HD Regular Cab,Pickup,1640,2019-12-12
2018,Toyota,Tundra CrewMax,Pickup,1641,2021-11-29
2002,Mercury,Cougar,Coupe,1642,2007-07-08
2003,GMC,Savana 2500 Cargo,Van/Minivan,1643,2002-10-20
2006,Volvo,XC70,Wagon,1644,2018-03-16
1998,Chevrolet,2500 Regular Cab,Pickup,1645,2019-05-25
1994,Chevrolet,Corsica,Sedan,1646,2006-11-09
2011,Jeep,Compass,SUV,1647,2018-07-30
2016,Bentley,Mulsanne,Sedan,1648,2011-10-13
2009,Chevrolet,Express 3500 Passenger,Van/Minivan,1649,2021-01-18
2002,Chevrolet,Tahoe,SUV,1650,2022-03-31
2016,Toyota,Sienna,Van/Minivan,1651,2005-09-13
1994,Geo,Tracker,SUV,1652,2008-11-12
1996,Chevrolet,Express 3500 Passenger,Van/Minivan,1653,2016-09-17
2000,Dodge,Stratus,Sedan,1654,2003-07-24
2019,Jeep,Grand Cherokee,SUV,1655,2012-10-13
2010,Chevrolet,Express 2500 Cargo,Van/Minivan,1656,2008-10-03
2017,Chevrolet,Volt,Hatchback,1657,2015-05-07
2004,Ford,Ranger Super Cab,Pickup,1658,2017-10-23
2013,Hyundai,Sonata,Sedan,1659,2020-06-24
2012,Land Rover,Range Rover,SUV,1660,2022-03-27
2013,Chevrolet,Volt,Sedan,1661,2010-07-03
1994,Dodge,Ram Wagon B250,Van/Minivan,1662,2022-02-12
2006,Nissan,Pathfinder,SUV,1663,2014-02-01
2000,Nissan,Frontier Crew Cab,Pickup,1664,2005-09-24
2004,Buick,Park Avenue,Sedan,1665,2016-08-24
2017,Volkswagen,Golf SportWagen,Wagon,1666,2005-07-31
2010,Hyundai,Santa Fe,SUV,1667,2013-05-31
2004,Chevrolet,Avalanche 1500,Pickup,1668,2021-11-07
2017,INFINITI,QX70,SUV,1669,2012-05-03
1996,Chevrolet,Lumina,Sedan,1670,2013-11-10
2000,Dodge,Viper,"Convertible, Coupe",1671,2019-07-23
2009,Jaguar,XF,Sedan,1672,2022-01-02
2008,Chevrolet,Colorado Extended Cab,Pickup,1673,2017-07-05
1999,GMC,Sierra 2500 Regular Cab,Pickup,1674,2012-12-25
2002,Suzuki,Vitara,SUV,1675,2018-12-10
1998,Pontiac,Trans Sport,Van/Minivan,1676,2017-07-18
2003,Volvo,S80,Sedan,1677,2001-01-01
2003,Toyota,Celica,Hatchback,1678,2008-06-17
2013,BMW,M5,Sedan,1679,2019-02-11
2015,GMC,Savana 2500 Passenger,Van/Minivan,1680,2019-01-19
2019,Alfa Romeo,Giulia,Sedan,1681,2010-11-18
1995,GMC,Suburban 2500,SUV,1682,2015-05-29
2008,GMC,Envoy,SUV,1683,2000-12-31
2015,Freightliner,Sprinter 2500 Crew,Van/Minivan,1684,2013-07-07
2008,Lotus,Exige S,Coupe,1685,2021-11-07
2018,Genesis,G80,Sedan,1686,2013-08-23
2002,Oldsmobile,Bravada,SUV,1687,2009-05-03
1993,Saab,9000,"Hatchback, Sedan",1688,2007-07-11
1994,Dodge,Ram 1500 Regular Cab,Pickup,1689,2008-07-04
2007,BMW,M5,Sedan,1690,2014-08-04
1993,Dodge,Spirit,Sedan,1691,2001-07-02
2014,Land Rover,LR2,SUV,1692,2006-08-20
1996,Audi,A4,Sedan,1693,2022-05-16
2015,Mercedes-Benz,C-Class,"Sedan, Coupe",1694,2007-05-29
2012,Toyota,Camry,Sedan,1695,2020-01-19
2019,GMC,Canyon Extended Cab,Pickup,1696,2013-03-11
2002,GMC,Yukon,SUV,1697,2019-12-06
1992,Ford,Ranger Regular Cab,Pickup,1698,2022-03-08
2019,Chevrolet,Spark,Hatchback,1699,2016-10-27
2019,Mercedes-Benz,Mercedes-AMG GLE Coupe,SUV,1700,2020-01-26
2017,Honda,HR-V,SUV,1701,2001-05-22
2013,Dodge,Dart,Sedan,1702,2022-10-13
2012,Nissan,Maxima,Sedan,1703,2001-12-04
2016,Mitsubishi,Lancer,Sedan,1704,2022-09-16
2018,Ford,Taurus,Sedan,1705,2005-06-04
2020,Toyota,Tundra CrewMax,Pickup,1706,2005-12-19
2015,Audi,R8,"Coupe, Convertible",1925,2005-05-22
2016,Volkswagen,Tiguan,SUV,1708,2023-06-14
2017,Cadillac,CT6,Sedan,1709,2015-06-27
2019,Dodge,Grand Caravan Passenger,Van/Minivan,1710,2012-05-22
1996,Ford,Probe,Hatchback,1711,2021-12-21
2007,Saab,3-Sep,"Wagon, Sedan, Convertible",1712,2023-10-31
2010,Nissan,Titan King Cab,Pickup,1713,2020-04-30
2002,BMW,Z3,"Convertible, Coupe",1714,2002-09-06
2018,Chrysler,Pacifica,Van/Minivan,1715,2008-08-30
2016,INFINITI,QX50,SUV,1716,2012-01-23
2005,Chevrolet,Astro Passenger,Van/Minivan,1717,2014-12-17
2014,Ford,E150 Cargo,Van/Minivan,1718,2013-02-20
2005,BMW,X5,SUV,1719,2017-09-07
1999,Plymouth,Grand Voyager,Van/Minivan,1720,2005-02-11
2013,Ford,F250 Super Duty Crew Cab,Pickup,1721,2006-06-10
2017,GMC,Canyon Extended Cab,Pickup,1722,2005-06-12
2008,Chevrolet,Silverado 1500 Regular Cab,Pickup,1723,2003-06-16
2019,Buick,Regal Sportback,Sedan,1724,2003-06-22
2020,Porsche,Cayenne,SUV,1725,2020-07-26
1994,Toyota,Tercel,Sedan,1726,2019-03-01
2016,MAZDA,CX-3,SUV,1727,2015-12-30
2002,Dodge,Ram 3500 Regular Cab,Pickup,1728,2020-12-14
1993,Chevrolet,APV Cargo,Van/Minivan,1729,2017-03-04
1995,Honda,Odyssey,Van/Minivan,1730,2018-06-21
1994,BMW,7 Series,Sedan,1731,2008-06-19
2018,Ford,F150 SuperCrew Cab,Pickup,1732,2003-10-13
1992,Chevrolet,Lumina APV,Van/Minivan,1733,2019-10-13
2004,Kia,Amanti,Sedan,1734,2008-10-07
1994,Pontiac,Bonneville,Sedan,1735,2006-08-09
1992,Chevrolet,Astro Cargo,Van/Minivan,1736,2001-01-06
2002,Toyota,Celica,Hatchback,1737,2012-08-18
2004,Volkswagen,New Beetle,"Hatchback, Convertible",1738,2006-05-08
2019,BMW,Z4,Convertible,1739,2016-05-07
2017,Mercedes-Benz,Mercedes-AMG SL,Convertible,1740,2000-08-21
2000,Volvo,V40,Wagon,1741,2006-03-13
2016,Volkswagen,Golf,Hatchback,1742,2016-07-24
2016,Ram,2500 Mega Cab,Pickup,1743,2018-01-23
2018,Mercedes-Benz,Metris WORKER Cargo,Van/Minivan,1744,2022-10-12
2008,GMC,Savana 3500 Passenger,Van/Minivan,1745,2020-05-18
1995,GMC,Safari Cargo,Van/Minivan,1791,2010-09-27
2007,Ford,Focus,"Hatchback, Sedan, Wagon",1747,2020-10-20
2005,Maserati,GranSport,Coupe,1748,2001-05-27
2005,INFINITI,FX,SUV,1749,2020-07-04
2002,Mercury,Grand Marquis,Sedan,1750,2021-12-17
1999,Chevrolet,Suburban 2500,SUV,1751,2012-03-29
2006,Volvo,S40,Sedan,1752,2022-01-07
2006,Suzuki,Forenza,"Sedan, Wagon",1753,2001-09-12
2010,Mercedes-Benz,SLK-Class,Convertible,1754,2002-10-06
2015,Buick,Regal,Sedan,1755,2000-10-27
2018,INFINITI,Q50,Sedan,1756,2017-11-07
2016,BMW,X5,SUV,1757,2010-09-03
2001,Ford,F350 Super Duty Regular Cab,Pickup,1758,2005-06-22
2008,Chrysler,300,Sedan,1759,2020-12-06
2010,Lincoln,Navigator,SUV,1760,2006-05-06
1996,Dodge,Ram Van 1500,Van/Minivan,1761,2012-01-30
2002,Jaguar,XJ,Sedan,1762,2013-08-10
2019,Buick,Regal TourX,Wagon,1763,2001-05-16
2015,GMC,Canyon Extended Cab,Pickup,1764,2013-09-03
2005,Audi,allroad,Wagon,1765,2006-12-29
1992,Nissan,NX,Hatchback,1766,2009-08-22
2006,Suzuki,Reno,Hatchback,1767,2014-02-23
2015,Ford,F150 Super Cab,Pickup,1768,2021-02-05
2017,Ford,F150 SuperCrew Cab,Pickup,1769,2014-04-26
2015,Kia,Optima Hybrid,Sedan,1770,2019-12-22
2005,Land Rover,Freelander,SUV,1771,2015-03-05
2015,Chevrolet,Corvette,"Convertible, Coupe",1772,2002-01-30
1993,MAZDA,MX-6,Coupe,1773,2020-08-11
2008,Chrysler,Sebring,"Sedan, Convertible",1774,2001-01-21
2010,Audi,S4,Sedan,1775,2015-05-23
2003,Lexus,SC,Convertible,1776,2004-02-08
2006,BMW,5 Series,"Sedan, Wagon",1777,2023-09-23
2019,Ford,Taurus,Sedan,1778,2022-07-30
2009,BMW,Z4,Convertible,1779,2018-05-31
1993,Mitsubishi,Galant,Sedan,1780,2005-03-05
2019,BMW,X5,SUV,1781,2011-10-01
2016,GMC,Sierra 2500 HD Crew Cab,Pickup,1782,2021-01-28
2005,Toyota,Avalon,Sedan,1783,2008-09-13
2017,Mercedes-Benz,GLS,SUV,1784,2010-08-13
2005,GMC,Envoy,SUV,1785,2009-12-25
1995,Mitsubishi,Diamante,"Sedan, Wagon",1786,2023-01-19
2007,Nissan,Quest,Van/Minivan,1787,2020-02-23
2005,Chevrolet,Silverado 3500 Extended Cab,Pickup,1788,2020-11-14
1992,Mitsubishi,3000GT,Hatchback,1789,2017-07-14
2012,Toyota,Prius,Hatchback,1790,2015-02-09
1995,GMC,Safari Cargo,Van/Minivan,1791,2010-09-27
1998,Buick,Park Avenue,Sedan,1792,2004-05-19
1994,Jeep,Grand Cherokee,SUV,1793,2007-07-26
2014,INFINITI,QX70,SUV,1794,2023-10-09
2020,GMC,Yukon XL,SUV,1795,2018-06-24
2019,Honda,Pilot,SUV,1796,2004-05-12
1994,BMW,5 Series,"Sedan, Wagon",1797,2001-02-02
